Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
290,Jaxson Hayes,25,LAL,C,47,7,17.3,2.9,3.7,0.77,0,0,1,2.8,3.7,0.767,0.776,1.1,1.7,0.641,1.4,2.4,3.8,0.9,0.4,0.6,0.5,2,6.8,,hayesja02
291,Will Richard,23,GSW,SG,52,15,19.4,2.4,5.1,0.472,1.1,3.2,0.352,1.3,2,0.667,0.581,0.8,0.9,0.837,1,1.5,2.5,1.4,1.2,0.1,0.8,1.9,6.8,,richawi02
292,Kenrich Williams,31,OKC,PF,39,2,16,2.6,5.2,0.505,1,2.4,0.404,1.6,2.8,0.593,0.599,0.6,0.9,0.649,1,2.4,3.4,1.5,0.6,0.1,0.8,1.1,6.8,,willike04
293,Cole Anthony,25,MIL,PG,35,0,15.1,2.8,6.6,0.424,0.6,2.1,0.306,2.2,4.5,0.478,0.472,0.5,0.7,0.615,0.5,2,2.5,3.5,0.6,0.3,1.9,2.1,6.7,,anthoco01
294,Nique Clifford,23,SAC,SG,55,10,21.7,2.5,6.3,0.397,0.8,2.6,0.319,1.7,3.7,0.451,0.463,0.8,1.1,0.726,0.8,2.4,3.2,1.7,0.8,0.3,1.3,1.9,6.7,,cliffni01
295,Ryan Nembhard,22,DAL,PG,38,17,18.8,2.8,6.4,0.429,0.9,2.3,0.379,1.9,4.2,0.456,0.496,0.3,0.3,0.769,0.2,1.6,1.8,4.9,0.3,0,1.4,1.4,6.7,,nembhry01
296,Ja'Kobe Walter,21,TOR,SG,48,11,18.8,2.3,5.3,0.433,1.3,3.4,0.368,1,1.9,0.549,0.551,0.8,1,0.816,0.7,1.6,2.3,1,0.9,0.2,0.6,2.1,6.7,,walteja01
297,Jamaree Bouyea,26,PHO,PG,32,0,15.6,2.7,5.5,0.483,0.6,1.8,0.328,2.1,3.7,0.559,0.537,0.6,0.8,0.75,0.4,1.5,1.9,1.8,0.7,0.4,0.7,0.9,6.5,,bouyeja01
298,Daeqwon Plowden,27,SAC,SG,10,1,21.4,2.3,6.3,0.365,1,4.2,0.238,1.3,2.1,0.619,0.444,0.9,1,0.9,1.4,1.7,3.1,1.3,0.3,0.3,0.6,1.6,6.5,,plowdda01
299,Alex Caruso,31,OKC,SG,39,0,18.3,2.3,5.4,0.431,1.1,3.3,0.32,1.3,2.1,0.602,0.528,0.7,0.9,0.794,0.5,2.1,2.6,2.1,1.4,0.3,0.9,1.2,6.4,,carusal01
300,Gui Santos,23,GSW,PF,47,12,15.8,2.4,4.6,0.521,1,2.5,0.388,1.4,2.1,0.673,0.624,0.6,1,0.652,1,2.3,3.2,1.7,0.7,0.4,1.1,1.8,6.4,,santogu01
301,Gradey Dick,22,TOR,SG,58,1,15.8,2.2,5.2,0.414,0.8,2.7,0.308,1.3,2.6,0.527,0.493,1.1,1.3,0.877,0.7,1.6,2.2,0.7,0.7,0.1,0.6,1.4,6.3,,dickgr01
302,Tidjane Salaün,20,CHO,PF,35,0,16.3,2.3,4.5,0.51,1,2.3,0.439,1.3,2.1,0.587,0.624,0.7,1.1,0.684,0.7,3.5,4.3,0.8,0.5,0.2,0.7,1.5,6.3,,salauti01
303,Nae'Qwan Tomlin,25,CLE,PF,47,2,16.5,2.5,5.2,0.478,0.4,1.9,0.222,2.1,3.3,0.626,0.518,0.9,1.1,0.755,1.4,1.6,3,0.9,0.7,0.6,0.4,2.1,6.3,,tomlina01
304,Jaylin Williams,23,OKC,PF,44,8,19.2,2,5.2,0.384,1.2,3.7,0.329,0.8,1.5,0.523,0.502,1.1,1.4,0.762,0.5,4.4,4.9,2.5,0.6,0.7,1,2,6.3,,willija07
305,Robert Williams,28,POR,C,40,1,16.2,2.8,3.8,0.747,0.2,0.4,0.412,2.6,3.3,0.789,0.77,0.5,0.8,0.667,2,4.4,6.4,1.1,0.6,1.5,0.8,1.2,6.3,,williro04
306,Isaiah Jackson,24,2TM,C,40,14,16.2,2.5,4.2,0.587,0,0,0,2.5,4.2,0.59,0.587,1.3,1.9,0.675,2.2,3.2,5.3,0.8,0.7,0.7,1.1,2.8,6.2,,jacksis01
306,Isaiah Jackson,24,IND,C,38,14,16.8,2.5,4.3,0.582,0,0,0,2.5,4.3,0.585,0.582,1.3,1.9,0.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,,jacksis01
306,Isaiah Jackson,24,LAC,C,2,0,4.5,1,1,1,0,0,,1,1,1,1,0.5,1.5,0.333,0,0.5,0.5,0,0.5,0,0,1.5,2.5,,jacksis01
307,Sidy Cissoko,21,POR,SF,53,24,21.9,2.1,5.2,0.407,1,3.2,0.323,1.1,2,0.538,0.505,1,1.4,0.697,1,1.5,2.5,1.5,0.8,0.3,1.1,2.7,6.2,,cissosi01
308,Kris Murray,25,POR,SF,37,12,25.2,2.4,5.1,0.463,0.6,2.2,0.268,1.8,2.9,0.611,0.521,0.9,1.2,0.711,1.7,2.2,3.9,1.2,1.1,0.4,0.9,1.8,6.2,,murrakr01
309,Pat Spencer,29,GSW,PG,42,11,16.1,2.4,5.6,0.426,0.8,2,0.384,1.6,3.5,0.45,0.496,0.6,0.8,0.765,0.7,1.5,2.2,3.3,0.7,0,1.2,1.1,6.2,,spencpa01
310,Taurean Prince,31,MIL,SF,8,0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1,0,1.6,1.6,1,0.8,0.3,0.6,2.5,6.1,,princta02
311,Trendon Watford,25,PHI,PF,35,5,16.1,2.5,4.8,0.512,0.3,0.9,0.323,2.2,3.9,0.555,0.542,0.9,1.3,0.733,0.7,2.6,3.3,2.5,0.3,0.3,1.1,1.9,6.1,,watfotr01
312,Devin Carter,23,SAC,PG,22,1,13.7,2.1,5.6,0.374,0.4,2.4,0.17,1.7,3.2,0.529,0.411,1.5,1.8,0.821,0.6,1.6,2.3,2,0.7,0.2,1,1.1,6,,cartede02
313,Drake Powell,20,BRK,SG,46,9,19,2.1,4.9,0.422,0.7,2.5,0.284,1.3,2.4,0.569,0.496,1.2,1.3,0.898,0.3,1.4,1.7,1.5,0.5,0.2,1,1.4,6,,poweldr01
314,Ryan Dunn,23,PHO,SF,52,13,19.9,2.3,5.5,0.43,0.8,2.5,0.321,1.5,2.9,0.523,0.504,0.4,0.7,0.556,1.5,2.7,4.2,1.5,0.8,0.4,0.9,2.1,5.9,,dunnry01
315,Spencer Jones,24,DEN,SF,49,34,23.4,2.1,4.2,0.507,1,2.5,0.413,1.1,1.8,0.64,0.628,0.6,0.9,0.622,1.1,2.1,3.2,0.9,0.9,0.4,0.6,2.8,5.9,,jonessp01
316,Dru Smith,28,MIA,SG,58,1,16.9,2,4.9,0.404,0.6,2,0.299,1.4,2.8,0.479,0.466,1.4,1.6,0.84,0.9,1.7,2.6,2.7,1.5,0.3,0.8,1.5,5.9,,smithdr01
317,Dean Wade,29,CLE,PF,47,26,22.7,2,4.7,0.434,1.3,3.4,0.366,0.8,1.3,0.617,0.568,0.6,0.8,0.75,0.9,3.4,4.2,1.5,0.8,0.4,0.3,1.6,5.9,,wadede01
318,Mac McClung,27,2TM,SG,4,0,11.8,2.3,6.3,0.36,0.5,3,0.167,1.8,3.3,0.538,0.4,0.8,1,0.75,0,1.3,1.3,0.5,1.3,0.5,0.8,2,5.8,,mccluma01
318,Mac McClung,27,IND,SG,3,0,11.3,2.3,6,0.389,0.7,3.3,0.2,1.7,2.7,0.625,0.444,1,1.3,0.75,0,1.3,1.3,0.3,1.7,0.3,0.7,2,6.3,,mccluma01
318,Mac McClung,27,CHI,SG,1,0,13,2,7,0.286,0,2,0,2,5,0.4,0.286,0,0,,0,1,1,1,0,1,1,2,4,,mccluma01
319,KJ Simpson,23,2TM,PG,15,2,15.3,2.1,6.1,0.352,0.8,2.6,0.308,1.3,3.5,0.385,0.418,0.7,1.2,0.611,0.4,1.6,2,2.6,1,0,1.6,1,5.8,,simpskj01
319,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,0.348,0.9,2.8,0.308,1.4,3.6,0.38,0.416,0.7,1.1,0.625,0.4,1.7,2.1,2.5,1.1,0,1.7,1,6,,simpskj01
319,KJ Simpson,23,DEN,PG,1,0,7,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,1,0,1,4,0,0,0,1,3,,simpskj01
320,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,0.504,0,0,,2.2,4.3,0.504,0.504,1.5,2.5,0.58,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
321,Goga Bitadze,26,ORL,C,43,1,15.8,2.4,3.5,0.691,0,0.2,0.2,2.4,3.3,0.725,0.697,0.9,1.2,0.731,2,3,5,1.1,0.7,1.2,0.5,2.1,5.8,,bitadgo01
322,Aaron Holiday,29,HOU,PG,36,1,13.1,1.9,4.5,0.411,1.2,3,0.394,0.7,1.5,0.444,0.543,0.8,1,0.857,0.2,0.7,0.9,0.9,0.4,0.1,0.6,1.3,5.8,,holidaa01
323,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,0.507,1,2.3,0.442,1.1,1.8,0.593,0.632,0.6,0.8,0.769,1.2,2.4,3.6,1,0.7,0.4,0.6,1.5,5.8,,minotjo01
324,Nick Smith Jr.,21,LAL,SG,25,1,12.7,2.2,5.3,0.421,1.1,2.8,0.391,1.2,2.6,0.453,0.523,0.3,0.4,0.636,0.1,0.7,0.8,1.1,0.4,0.1,0.8,1,5.8,,smithni01
325,Cody Williams,21,UTA,SG,44,18,19.8,2.5,5.3,0.47,0.4,1.6,0.222,2.1,3.6,0.581,0.504,0.5,0.8,0.618,0.9,1.5,2.4,0.9,0.6,0.4,0.7,1.8,5.8,,willico04
326,Oso Ighodaro,23,PHO,PF,59,7,20.2,2.5,4,0.629,0,0,0,2.5,4,0.631,0.629,0.6,1.2,0.5,1.5,3.1,4.6,1.9,1,0.6,1.3,2.5,5.7,,ighodos01
327,Kasparas Jakučionis,19,MIA,PG,32,9,17,1.8,4.4,0.407,1.2,2.7,0.448,0.6,1.7,0.34,0.546,0.9,1,0.903,0.8,1.7,2.5,2.5,0.7,0.1,0.9,2,5.7,,jakucka01
328,Jamir Watkins,24,WAS,SG,30,4,18.6,2.1,5,0.43,0.7,2.6,0.266,1.4,2.3,0.614,0.5,0.8,1.1,0.676,1,2.6,3.5,0.9,0.8,0.5,0.6,2.6,5.7,,watkija01
329,Taylor Hendricks,22,2TM,PF,40,8,16.3,2,4.7,0.435,0.8,2.4,0.34,1.2,2.2,0.539,0.524,0.7,1.2,0.63,1,2.3,3.3,0.8,0.5,0.3,0.7,1.4,5.6,,hendrta01
329,Taylor Hendricks,22,UTA,PF,33,6,14.9,1.8,3.9,0.453,0.7,2.1,0.343,1,1.8,0.586,0.547,0.7,1,0.719,0.9,2.1,3,0.7,0.4,0.2,0.6,1.2,4.9,,hendrta01
329,Taylor Hendricks,22,MEM,PF,7,2,23,3.3,8.3,0.397,1.3,3.9,0.333,2,4.4,0.452,0.474,0.9,2,0.429,1.3,3.3,4.6,1.1,1.1,0.3,1.1,2,8.7,,hendrta01
330,Yves Missi,21,NOP,C,47,7,19.3,2.4,4.5,0.538,0,0,0,2.4,4.4,0.541,0.538,0.8,1.4,0.569,2.9,2.7,5.6,1.2,0.3,1.4,0.8,1.7,5.6,,missiyv01
331,Gary Payton II,33,GSW,SG,53,1,13.3,2.5,4.6,0.533,0.5,1.6,0.31,2,3.1,0.648,0.585,0.2,0.3,0.571,1.2,1.9,3.1,1.5,0.6,0.3,0.9,1.6,5.6,,paytoga02
332,Jevon Carter,30,2TM,PG,28,0,12.5,1.9,4.8,0.391,1.4,3.5,0.392,0.5,1.3,0.389,0.534,0.4,0.4,1,0.3,1.1,1.4,1,0.6,0.2,0.5,0.9,5.5,,carteje01
332,Jevon Carter,30,CHI,PG,23,0,11,1.8,4.5,0.398,1.4,3.4,0.41,0.4,1.1,0.36,0.553,0.4,0.4,1,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,,carteje01
332,Jevon Carter,30,ORL,PG,5,0,19,2.2,6,0.367,1.2,3.8,0.316,1,2.2,0.455,0.467,0.2,0.2,1,0.4,2,2.4,2,1,0.6,0.8,1.4,5.8,,carteje01
333,Keon Ellis,26,2TM,SG,51,5,18.1,2,4.8,0.412,1.2,3.3,0.357,0.8,1.5,0.532,0.535,0.4,0.7,0.618,0.3,1.2,1.5,0.8,1.1,0.6,0.5,1.6,5.5,,elliske01
333,Keon Ellis,26,SAC,SG,43,5,17.6,1.9,4.9,0.397,1.2,3.3,0.368,0.7,1.5,0.462,0.524,0.5,0.7,0.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,,elliske01
333,Keon Ellis,26,CLE,SG,8,0,20.6,2.3,4.5,0.5,0.9,3,0.292,1.4,1.5,0.917,0.597,0.1,0.3,0.5,0.3,2.4,2.6,1.8,1.5,1,0.8,1.8,5.5,,elliske01
334,Eric Gordon,37,PHI,SG,6,0,12.3,2,3.5,0.571,1.3,2.3,0.571,0.7,1.2,0.571,0.762,0.2,0.3,0.5,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
335,Sion James,23,CHO,SG,59,19,23.8,1.7,4.5,0.375,1,2.7,0.361,0.7,1.8,0.396,0.483,1.1,1.4,0.838,0.6,2.9,3.5,2,0.6,0.3,0.9,1.8,5.5,,jamessi01
336,Jordan Walsh,21,BOS,PF,51,20,17.8,2.1,4,0.517,0.7,1.7,0.382,1.4,2.3,0.621,0.6,0.7,0.9,0.778,1.4,2.8,4.2,0.8,0.8,0.5,0.6,2.2,5.5,,walshjo01
337,Dylan Cardwell,24,SAC,C,29,1,21.2,2.3,3.9,0.598,0,0,0,2.3,3.8,0.604,0.598,0.8,1.4,0.55,3.1,4.6,7.7,1.2,0.8,1.6,0.8,3.7,5.4,,cardwdy01
338,Jalen Pickett,26,DEN,SG,39,18,17.6,2.1,5,0.415,1,2.7,0.374,1.1,2.3,0.466,0.518,0.3,0.3,0.909,0.5,2.2,2.6,2.5,0.3,0.1,0.7,1,5.4,,pickeja02
339,Matisse Thybulle,28,POR,SG,7,0,11.9,1.6,3.1,0.5,1.1,2,0.571,0.4,1.1,0.375,0.682,1.1,1.1,1,0.4,1,1.4,0.7,2,0,0.7,1.7,5.4,,thybuma01
340,DeAndre Jordan,37,NOP,C,4,3,19.3,2,2.8,0.727,0,0,,2,2.8,0.727,0.727,1.3,2.3,0.556,3,5.3,8.3,0.5,0.3,1.5,1,1.5,5.3,,jordade01
341,Marcus Sasser,25,DET,PG,18,0,9.4,1.8,3.9,0.471,1.1,2.5,0.422,0.8,1.4,0.56,0.607,0.6,0.6,0.909,0.1,0.8,0.8,1.9,0.6,0.1,0.7,0.8,5.3,,sassema01
342,Blake Wesley,22,POR,SG,15,0,14.3,2.1,4.8,0.431,0.5,1.6,0.292,1.6,3.2,0.5,0.479,0.7,1.3,0.5,0.4,1.3,1.7,2.7,0.9,0.1,1.1,1.2,5.3,,weslebl01
343,Jalen Wilson,25,BRK,PF,37,0,14.5,1.6,4.5,0.367,1,2.8,0.359,0.6,1.7,0.381,0.479,1,1.3,0.771,0.2,1.4,1.6,0.6,0.4,0.1,0.6,1.2,5.3,,wilsoja03
344,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
345,Karlo Matković,24,NOP,PF,46,2,13.4,2.2,3.5,0.623,0.6,1.3,0.458,1.6,2.2,0.72,0.708,0.3,0.5,0.652,0.9,2.4,3.3,0.8,0.3,0.8,0.5,1.6,5.2,,matkoka01
346,Josh Okogie,27,HOU,SG,53,29,19.5,1.8,4.2,0.435,0.9,2.3,0.382,0.9,1.9,0.5,0.54,0.6,1,0.6,1.2,1.6,2.8,0.9,0.9,0.2,0.7,1.6,5.2,,okogijo01
347,Mitchell Robinson,27,NYK,C,42,14,19.6,2.2,3.2,0.694,0,0,,2.2,3.2,0.694,0.694,0.8,1.9,0.407,4.5,4.3,8.9,0.9,0.8,1.1,0.6,2.3,5.2,,robinmi01
348,Thomas Bryant,28,CLE,C,41,0,10.4,1.8,3.6,0.503,0.7,1.9,0.351,1.2,1.8,0.667,0.594,0.8,1,0.85,0.8,2,2.9,0.6,0.2,0.4,0.4,1.1,5.1,,bryanth01
349,Johnny Furphy,21,IND,SG,35,21,18.4,2,4.3,0.47,0.7,2,0.324,1.3,2.2,0.603,0.547,0.5,1,0.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,furphjo01
350,Josh Green,25,CHO,SG,35,0,16.4,1.7,3.6,0.48,1.1,2.6,0.44,0.6,1,0.588,0.64,0.5,0.6,0.905,0.9,1.1,2.1,1,0.6,0.1,0.6,1.1,5.1,,greenjo02
351,Asa Newell,20,ATL,PF,39,1,11.3,2,3.8,0.537,0.7,1.7,0.397,1.3,2,0.658,0.629,0.4,0.6,0.56,0.9,1.1,2.1,0.5,0.4,0.3,0.5,1.6,5.1,,newelas01
352,Ben Saraf,19,BRK,SG,22,5,17.5,1.7,5.1,0.336,0.5,2.2,0.25,1.2,3,0.4,0.389,1.1,1.5,0.727,0.3,1.3,1.6,2.7,0.8,0.2,1.8,1.3,5.1,,sarafbe01
353,Drew Eubanks,28,SAC,C,34,11,13.4,2.1,3.6,0.59,0,0.2,0.167,2.1,3.4,0.612,0.594,0.7,1.3,0.558,0.9,1.9,2.7,0.4,0.4,0.6,0.7,1.4,5,,eubandr01
354,Yuki Kawamura,24,CHI,PG,4,0,19,1.3,4.3,0.294,1,3.3,0.308,0.3,1,0.25,0.412,1.5,1.5,1,0.8,3.3,4,5.5,1.3,0,1,1,5,,kawamyu01
355,Pete Nance,25,MIL,PF,25,0,11,2,3.4,0.588,1,2,0.51,1,1.4,0.694,0.735,0,0,,0.5,1.6,2.1,0.6,0.3,0.2,0.4,0.8,5,,nancepe01
356,Branden Carlson,26,OKC,C,34,2,11,2,3.8,0.523,0.6,1.7,0.356,1.4,2.1,0.662,0.604,0.3,0.5,0.529,0.6,2,2.6,0.6,0.2,0.5,0.4,0.9,4.9,,carlsbr01
357,Tyler Kolek,24,NYK,PG,49,1,13,1.9,4.6,0.426,0.7,2,0.36,1.2,2.5,0.48,0.507,0.2,0.4,0.667,0.3,1.5,1.8,2.9,0.4,0.1,1,1.2,4.9,,kolekty01
358,Ethan Thompson,26,IND,SG,23,5,16.5,1.7,4.7,0.367,0.9,3,0.309,0.8,1.8,0.463,0.463,0.5,0.7,0.688,0.5,1.3,1.8,1.4,0.6,0.3,0.6,1.9,4.9,,thompet01
359,Jarred Vanderbilt,26,LAL,PF,48,3,18.8,1.9,4,0.471,0.5,1.7,0.313,1.4,2.3,0.586,0.537,0.6,1,0.638,1.4,3.4,4.8,1.3,0.9,0.4,1,1.8,4.9,,vandeja01
360,Ousmane Dieng,22,2TM,C,33,1,12.7,1.8,4,0.447,0.9,2.2,0.423,0.9,1.8,0.475,0.561,0.3,0.4,0.786,0.3,1.8,2.1,1.1,0.2,0.4,0.4,1,4.8,,diengou01
360,Ousmane Dieng,22,OKC,C,27,0,10.9,1.4,3.4,0.418,0.7,1.8,0.367,0.7,1.6,0.476,0.516,0.2,0.2,1,0.3,1.3,1.6,1,0.1,0.3,0.3,0.8,3.7,,diengou01
360,Ousmane Dieng,22,MIL,C,6,1,20.7,3.5,6.8,0.512,2,3.7,0.545,1.5,3.2,0.474,0.659,0.8,1.3,0.625,0.3,4.3,4.7,1.3,0.7,0.8,0.8,1.7,9.8,,diengou01
361,Gabe Vincent,29,2TM,PG,32,7,19.1,1.6,4.6,0.345,1.3,3.7,0.35,0.3,1,0.323,0.483,0.3,0.4,0.917,0.3,0.7,1,1.4,0.6,0.1,0.4,1.8,4.8,,vincega01
361,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,0.346,1.3,3.6,0.369,0.2,0.9,0.259,0.492,0.3,0.4,0.909,0.2,0.7,0.9,1.3,0.5,0,0.4,1.8,4.8,,vincega01
361,Gabe Vincent,29,ATL,PG,3,0,17.3,2,6,0.333,1,4.7,0.214,1,1.3,0.75,0.417,0.3,0.3,1,0.7,0.7,1.3,2.7,1.3,0.3,0.3,1.3,5.3,,vincega01
362,Jett Howard,22,ORL,SF,37,0,11.1,1.6,4.2,0.387,0.9,2.7,0.333,0.7,1.5,0.482,0.494,0.7,0.7,0.926,0.4,1,1.4,0.8,0.2,0.2,0.2,1.1,4.8,,howarje01
363,Tyrese Proctor,21,CLE,PG,41,1,10.2,1.7,4.3,0.394,0.9,2.6,0.34,0.8,1.7,0.478,0.497,0.6,0.7,0.852,0.1,0.9,1,1.3,0.4,0,0.7,1.1,4.8,,proctty01
364,Jase Richardson,20,ORL,SG,42,0,11.7,1.8,3.8,0.472,0.6,1.6,0.362,1.2,2.1,0.556,0.55,0.6,0.9,0.73,0.5,0.8,1.3,1.2,0.3,0,0.5,1.1,4.8,,richaja02
365,Mouhamed Gueye,23,ATL,PF,57,5,16,1.8,4.1,0.44,0.5,1.8,0.28,1.3,2.4,0.56,0.5,0.6,1,0.618,1.2,2.4,3.7,1,0.8,0.5,0.5,1.7,4.7,,gueyemo02
366,Tolu Smith,25,DET,PF,7,0,12.6,1.4,3,0.476,0,0,,1.4,3,0.476,0.476,1.9,2.6,0.722,1.9,2.9,4.7,0.9,0.3,0.7,0.7,2,4.7,,smithto05
367,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5,0.301,1.1,4.2,0.272,0.4,0.8,0.448,0.415,0.4,0.6,0.667,0.7,3.3,4,3.9,1.3,0.3,1.5,1.3,4.6,,balllo01
368,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,0.473,0.5,1.3,0.378,1,1.9,0.537,0.549,1,1.2,0.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,branhma01
369,Justin Edwards,22,PHI,SF,44,5,13.8,1.6,4,0.404,0.9,2.6,0.336,0.8,1.5,0.523,0.511,0.5,0.5,0.913,0.4,1,1.4,1,0.7,0.2,0.5,1.5,4.6,,edwarju01
370,Noah Penda,21,ORL,SF,40,2,13.3,1.7,3.9,0.432,0.6,1.6,0.385,1.1,2.3,0.467,0.513,0.6,1,0.641,1.4,2.2,3.6,1.1,0.5,0.4,0.8,1.3,4.6,,pendano01
371,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,0.37,0.5,1.9,0.244,1.2,2.7,0.458,0.42,0.8,0.8,0.944,1.6,3,4.7,0.7,0.4,0,0.5,1.2,4.6,,robinje02
371,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
371,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,0.471,0.4,1.6,0.25,1.2,1.8,0.667,0.529,0.8,0.8,1,0.8,2.2,3,0.6,0.4,0,0.4,0.6,4.4,,robinje02
372,Ochai Agbaji,25,2TM,SG,47,13,15.7,1.8,4.2,0.423,0.4,1.7,0.259,1.3,2.4,0.539,0.477,0.6,0.7,0.839,0.8,1.5,2.3,0.8,0.4,0.3,0.5,1.7,4.5,,agbajoc01
372,Ochai Agbaji,25,TOR,SG,42,13,15.5,1.7,4,0.424,0.3,1.5,0.185,1.4,2.5,0.571,0.459,0.6,0.7,0.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,agbajoc01
372,Ochai Agbaji,25,BRK,SG,5,0,17.2,2.2,5.2,0.423,1.8,3.2,0.563,0.4,2,0.2,0.596,0.2,0.4,0.5,0.8,2,2.8,1.6,0.2,0.6,0.6,0.8,6.4,,agbajoc01
373,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,0.508,0.2,0.3,0.6,1.4,2.8,0.5,0.534,1.2,1.5,0.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,hallpj01
373,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0,0.3,0.1,0.4,1.9,,hallpj01
373,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,0.5,0.2,0.2,1,1.9,4,0.479,0.52,1.8,2.2,0.808,2.5,3,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,hallpj01
374,Dalton Knecht,24,LAL,SF,44,1,11.2,1.7,3.9,0.444,0.7,2.3,0.303,1,1.6,0.639,0.532,0.3,0.5,0.7,0.3,1.2,1.5,0.3,0.2,0.2,0.4,0.9,4.5,,knechda01
375,Craig Porter Jr.,25,CLE,PG,51,2,17.5,1.8,4,0.451,0.5,1.4,0.366,1.3,2.6,0.496,0.515,0.4,0.6,0.545,1.3,2,3.4,3.1,1,0.6,0.9,1.2,4.5,,portecr01
376,Terrence Shannon Jr.,25,MIN,SG,24,0,12.8,1.4,3.6,0.395,0.6,1.6,0.395,0.8,2,0.396,0.483,1,1.3,0.806,0.3,0.9,1.2,0.6,0.3,0,0.6,1.3,4.5,,shannte01
377,Adem Bona,22,PHI,C,49,4,16.6,1.6,2.7,0.602,0,0.1,0.4,1.6,2.6,0.609,0.609,1.1,1.6,0.688,1.8,2.3,4.1,0.3,0.4,1.3,0.7,2.3,4.4,,bonaad01
378,RayJ Dennis,24,3TM,PG,15,0,11.8,1.5,4.9,0.301,0.8,2.6,0.308,0.7,2.3,0.294,0.384,0.5,0.6,0.889,0.5,1,1.5,2,0.3,0.3,1,1.1,4.3,,dennira01
378,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1,1.6,2,0.2,0.3,1.1,1.2,4.9,,dennira01
378,RayJ Dennis,24,LAC,PG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,,dennira01
378,RayJ Dennis,24,ATL,PG,1,0,5,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,4,1,0,0,1,0,,dennira01
379,Nicolas Batum,37,LAC,PF,54,4,19.2,1.4,3.5,0.393,1.3,3.4,0.39,0.1,0.2,0.444,0.579,0.2,0.2,0.818,0.4,2.3,2.6,0.9,0.7,0.4,0.6,1.5,4.3,,batumni01
380,Mike Conley,38,MIN,PG,45,9,18.4,1.2,3.9,0.318,0.9,3,0.316,0.3,1,0.326,0.438,0.9,1,0.891,0.3,1.4,1.8,2.9,0.6,0.3,0.6,1.4,4.3,,conlemi01
381,Skal Labissière,29,WAS,PF,3,0,12.7,2,3.3,0.6,0.3,1.7,0.2,1.7,1.7,1,0.65,0,0,,1,2,3,1,0.7,0.3,0.3,1,4.3,,labissk01
382,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,0.611,0,0,,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2,3.3,5.3,1.9,0.6,1.6,1.4,3,4.3,,livelde01
383,Doug McDermott,34,SAC,SF,12,0,9.7,1.4,3.4,0.415,1.3,3.3,0.4,0.1,0.1,1,0.61,0.2,0.2,1,0.1,0.7,0.8,0.3,0.3,0.1,0.5,0.6,4.3,,mcderdo01
